Date,Close
2000-01-02,-0.0066666666666666
2000-01-09,-0.032195311740103
2000-01-16,0.0094472361809045
2000-01-23,0.10822381521306
2000-01-30,-0.087054173030276
2000-02-06,0.062782916748671
2000-02-13,0.0069444444444444
2000-02-20,0.022988505747126
2000-02-27,-0.0078202247191012
2000-03-05,0.15963036782026
2000-03-12,-0.017578125
2000-03-19,-0.0059642147117296
2000-03-26,0.10952
2000-04-02,-0.020765736534718
2000-04-09,-0.02989470583904
2000-04-16,-0.15081593927894
2000-04-23,0.062567036110118
2000-04-30,0.0435733512786
2000-05-07,-0.088183137191681
2000-05-14,-0.048620933521924
2000-05-21,-0.12655640215573
2000-05-28,-0.081063829787234
2000-06-04,0.071544338967354
2000-06-11,0.034464131374244
2000-06-18,-0.047624020887728
2000-06-25,-0.43316153086961
2000-07-02,0.013348810214742
2000-07-09,0.039327987781596
2000-07-16,0.059698750918442
2000-07-23,-0.071589530247877
2000-07-30,-0.098020911127707
2000-08-06,-0.019250672738563
2000-08-13,0.0065428450823131
2000-08-20,0.048437827636821
2000-08-27,0.1362
2000-09-03,0.11670480549199
2000-09-10,-0.0718789407314
2000-09-17,-0.061990489130435
2000-09-24,-0.055042549339127
2000-10-01,-0.50661046177429
2000-10-08,-0.13825242718447
2000-10-15,-0.0058584948174855
2000-10-22,-0.11604714415231
2000-10-29,-0.048205128205128
2000-11-05,0.19881465517241
2000-11-12,-0.14337078651685
2000-11-19,-0.029380902413431
2000-11-26,0.043783783783784
2000-12-03,-0.11651993785603
2000-12-10,-0.11723329425557
2000-12-17,-0.066401062416999
2000-12-24,0.066856330014225
2000-12-31,-0.0079999999999999
2001-01-07,0.1008064516129
2001-01-14,0.04945054945055
2001-01-21,0.13438045375218
2001-01-28,0.003076923076923
2001-02-04,0.054192229038855
2001-02-11,-0.07274490785645
2001-02-18,-0.0062761506276151
2001-02-25,-0.01
2001-03-04,0.023391812865497
2001-03-11,0.051948051948052
2001-03-18,-0.031111111111111
2001-03-25,0.17227319062181
2001-04-01,-0.040434782608696
2001-04-08,-0.06705935659266
2001-04-15,0.088878096163186
2001-04-22,0.11685994647636
2001-04-29,0.046325878594249
2001-05-06,-0.017175572519084
2001-05-13,-0.1126213592233
2001-05-20,0.029759299781182
2001-05-27,-0.032724181895453
2001-06-03,-0.082161687170475
2001-06-10,0.020584011488751
2001-06-17,-0.041275797373358
2001-06-24,0.089041095890411
2001-07-01,0.044474393530997
2001-07-08,-0.05247311827957
2001-07-15,0.12800726282342
2001-07-22,-0.19597585513078
2001-07-29,-0.051051051051051
2001-08-05,0.028481012658228
2001-08-12,-0.024615384615385
2001-08-19,-0.049947423764458
2001-08-26,0.027670171555064
2001-09-02,-0.0010770059235326
2001-09-09,-0.068463611859838
2001-09-16,0.0052083333333333
2001-09-23,-0.094415659182499
2001-09-30,-0.013986013986014
2001-10-07,0.040618955512573
2001-10-14,0.11586121437423
2001-10-21,0.016102165463631
2001-10-28,0.020218579234973
2001-11-04,-0.0053561863952866
2001-11-11,0.0075390414647281
2001-11-18,0.013896312132549
2001-11-25,0.045861887190301
2001-12-02,0.073588709677419
2001-12-09,0.058215962441314
2001-12-16,-0.095385980479148
2001-12-23,0.029916625796959
2001-12-30,0.068095238095238
2002-01-06,0.056174765938475
2002-01-13,-0.11143942591811
2002-01-20,0.053206650831354
2002-01-27,0.04871447902571
2002-02-03,0.04989247311828
2002-02-10,-0.015567390413765
2002-02-17,-0.0054099042863089
2002-02-24,-0.048535564853556
2002-03-03,0.031222515391381
2002-03-10,0.051599147121535
2002-03-17,0.011759935117599
2002-03-24,-0.034468937875751
2002-03-31,-0.017434620174346
2002-04-07,0.045204900718209
2002-04-14,0.012934518997575
2002-04-21,-0.003192338387869
2002-04-28,-0.078863090472378
2002-05-05,0.021729682746632
2002-05-12,-0.0080816673755849
2002-05-19,0.072469982847341
